hora,metaf,aero
1656223200000,"METAF SBSP 260600Z  15006KT 2000     BR OVC033   15/14 Q1020=
",SBSP
1656226800000,"METAF SBSP 260700Z  15007KT 2000     BR OVC033   15/14 Q1021=
",SBSP
1656230400000,"METAF SBSP 260800Z  13007KT 2000     BR OVC033   15/14 Q1020=
",SBSP
1656234000000,"METAF SBSP 260900Z  13005KT 1000     BR OVC033   15/14 Q1017=
",SBSP
1656237600000,"METAF SBSP 261000Z  13005KT 1000     BR OVC016   15/14 Q1020=
",SBSP
1656241200000,"METAF SBSP 261100Z  11004KT 2000     BR OVC033   15/14 Q1022=
",SBSP
1656244800000,"METAF SBSP 261200Z  15004KT 4000     BR OVC033   16/13 Q1022=
",SBSP
1656248400000,"METAF SBSP 261300Z  14007KT 6000       OVC011   16/13 Q1024=
",SBSP
1656252000000,"METAF SBSP 261400Z  13007KT 6000       OVC011   17/13 Q1023=
",SBSP
1656255600000,"METAF SBSP 261500Z  12004KT 7000       OVC012   17/13 Q1019=
",SBSP
1656259200000,"METAF SBSP 261600Z  14004KT 9999       OVC016   18/13 Q1020=
",SBSP
1656262800000,"METAF SBSP 261700Z  15005KT 9999       OVC018   19/14 Q1020=
",SBSP
1656266400000,"METAF SBSP 261800Z  14008KT 8000       OVC013   17/13 Q1019=
",SBSP
1656270000000,"METAF SBSP 261900Z  13009KT 7000       OVC011   16/13 Q1021=
",SBSP
1656273600000,"METAF SBSP 262000Z  13010KT 4000     BR OVC032   15/13 Q1021=
",SBSP
1656277200000,"METAF SBSP 262100Z  12007KT 3000     BR OVC033   15/13 Q1018=
",SBSP
1656280800000,"METAF SBSP 262200Z  11005KT 3000     BR OVC033   15/13 Q1020=
",SBSP
1656284400000,"METAF SBSP 262300Z  12005KT 4000     BR OVC033   15/13 Q1022=
",SBSP
1656288000000,"METAF SBSP 270000Z  14007KT 2000     BR OVC033   14/13 Q1022=
",SBSP
1656291600000,"METAF SBSP 270100Z  13008KT 2000     BR OVC033   14/13 Q1022=
",SBSP
1656295200000,"METAF SBSP 270200Z  10008KT 2000     BR OVC033   14/13 Q1022=
",SBSP
1656298800000,"METAF SBSP 270300Z 07005KT 2000     BR OVC029   14/12 Q1019=
",SBSP
1656302400000,"METAF SBSP 270400Z 05004KT 3000     BR OVC033   14/12 Q1019=
",SBSP
1656306000000,"METAF SBSP 270500Z 08004KT 3000     BR OVC033   14/12 Q1021=
",SBSP
1656309600000,"METAF SBSP 270600Z 09004KT 4000     BR OVC033   14/11 Q1020=
",SBSP
1656313200000,"METAF SBSP 270700Z  11006KT 4000     BR OVC033   14/11 Q1022=
",SBSP
1656316800000,"METAF SBSP 270800Z 08006KT 3000     BR OVC033   14/12 Q1022=
",SBSP
1656320400000,"METAF SBSP 270900Z 03006KT 3000     BR OVC033   13/12 Q1018=
",SBSP
1656324000000,"METAF SBSP 271000Z 02008KT 3000     BR OVC033   13/11 Q1020=
",SBSP
1656327600000,"METAF SBSP 271100Z 03008KT 4000     BR OVC033   14/11 Q1021=
",SBSP
1656331200000,"METAF SBSP 271200Z 05004KT 9999       OVC033   15/10 Q1021=
",SBSP
1656334800000,"METAF SBSP 271300Z 05006KT 9999       BKN033   16/10 Q1023=
",SBSP
1656338400000,"METAF SBSP 271400Z 06004KT 9999       BKN033   18/11 Q1024=
",SBSP
1656342000000,"METAF SBSP 271500Z 01005KT 9999       OVC033   19/11 Q1019=
",SBSP
1656345600000,"METAF SBSP 271600Z  36006KT 9999       BKN033   20/11 Q1020=
",SBSP
1656349200000,"METAF SBSP 271700Z  34007KT 9999       SCT033   22/11 Q1019=
",SBSP
1656352800000,"METAF SBSP 271800Z  14006KT 9999       BKN020   18/13 Q1018=
",SBSP
1656356400000,"METAF SBSP 271900Z  14008KT 8000       BKN033   17/14 Q1019=
",SBSP
1656360000000,"METAF SBSP 272000Z  13008KT 5000     BR BKN033   17/14 Q1020=
",SBSP
1656363600000,"METAF SBSP 272100Z  11006KT 2000     BR OVC033   15/14 Q1017=
",SBSP
1656367200000,"METAF SBSP 272200Z  10004KT 4000     BR OVC033   16/14 Q1020=
",SBSP
1656370800000,"METAF SBSP 272300Z 05005KT 4000     BR BKN033   16/13 Q1020=
",SBSP
1656374400000,"METAF SBSP 280000Z 08003KT 3000     BR OVC031   15/13 Q1019=
",SBSP
1656378000000,"METAF SBSP 280100Z 07003KT 3000     BR OVC033   15/13 Q1019=
",SBSP
1656381600000,"METAF SBSP 280200Z 05005KT 3000     BR BKN033   15/13 Q1019=
",SBSP
1656385200000,"METAF SBSP 280300Z 03005KT 4000     BR BKN033   14/12 Q1016=
",SBSP
1656388800000,"METAF SBSP 280400Z 03005KT 4000     BR BKN033   14/12 Q1017=
",SBSP
1656392400000,"METAF SBSP 280500Z 03005KT 4000     BR BKN033   14/12 Q1017=
",SBSP
1656396000000,"METAF SBSP 280600Z 04004KT 2000     BR OVC033   13/12 Q1018=
",SBSP
1656399600000,"METAF SBSP 280700Z 01004KT 2000     BR OVC033   13/12 Q1019=
",SBSP
1656403200000,"METAF SBSP 280800Z  36005KT 2000     BR BKN033   13/12 Q1019=
",SBSP
1656406800000,"METAF SBSP 280900Z  36005KT 2000     BR BKN033   13/12 Q1017=
",SBSP
1656410400000,"METAF SBSP 281000Z  36004KT 3000     BR BKN033   13/11 Q1018=
",SBSP
1656414000000,"METAF SBSP 281100Z  35005KT 8000       FEW033   15/11 Q1019=
",SBSP
1656417600000,"METAF SBSP 281200Z  35003KT 6000       BKN033   14/11 Q1020=
",SBSP
1656421200000,"METAF SBSP 281300Z  34005KT 9999       FEW033   17/11 Q1021=
",SBSP
1656424800000,"METAF SBSP 281400Z  33008KT CAVOK 20/12 Q1021=
",SBSP
1656428400000,"METAF SBSP 281500Z  32011KT CAVOK 22/11 Q1017=
",SBSP
1656432000000,"METAF SBSP 281600Z  31009KT CAVOK 23/10 Q1018=
",SBSP
1656435600000,"METAF SBSP 281700Z  31010KT CAVOK 24/10 Q1017=
",SBSP
1656439200000,"METAF SBSP 281800Z  30011KT CAVOK 24/09 Q1015=
",SBSP
1656442800000,"METAF SBSP 281900Z  31011KT CAVOK 24/10 Q1016=
",SBSP
1656446400000,"METAF SBSP 282000Z  31011KT CAVOK 24/10 Q1017=
",SBSP
1656450000000,"METAF SBSP 282100Z  32007KT CAVOK 23/10 Q1014=
",SBSP
1656453600000,"METAF SBSP 282200Z  31004KT CAVOK 22/11 Q1017=
",SBSP
1656457200000,"METAF SBSP 282300Z  30005KT CAVOK 21/11 Q1017=
",SBSP
1656460800000,"METAF SBSP 290000Z  33005KT CAVOK 19/11 Q1015=
",SBSP
1656464400000,"METAF SBSP 290100Z  31006KT CAVOK 18/11 Q1016=
",SBSP
1656468000000,"METAF SBSP 290200Z  30005KT CAVOK 18/11 Q1018=
",SBSP
1656471600000,"METAF SBSP 290300Z  31006KT CAVOK 17/11 Q1014=
",SBSP
1656475200000,"METAF SBSP 290400Z  32005KT CAVOK 17/11 Q1015=
",SBSP
1656478800000,"METAF SBSP 290500Z  33007KT CAVOK 17/11 Q1016=
",SBSP
1656482400000,"METAF SBSP 290600Z  31005KT CAVOK 16/12 Q1013=
",SBSP
1656486000000,"METAF SBSP 290700Z  32008KT CAVOK 16/12 Q1015=
",SBSP
1656489600000,"METAF SBSP 290800Z  32009KT CAVOK 16/12 Q1015=
",SBSP
1656493200000,"METAF SBSP 290900Z  32008KT CAVOK 15/11 Q1012=
",SBSP
1656496800000,"METAF SBSP 291000Z  33006KT CAVOK 15/11 Q1014=
",SBSP
1656500400000,"METAF SBSP 291100Z  33010KT CAVOK 17/11 Q1015=
",SBSP
1656504000000,"METAF SBSP 291200Z  33008KT CAVOK 18/12 Q1014=
",SBSP
1656507600000,"METAF SBSP 291300Z  32010KT CAVOK 20/12 Q1017=
",SBSP
1656511200000,"METAF SBSP 291400Z  31011KT CAVOK 22/11 Q1017=
",SBSP
1656514800000,"METAF SBSP 291500Z  31015KT CAVOK 23/10 Q1013=
",SBSP
1656518400000,"METAF SBSP 291600Z  31016KT CAVOK 24/10 Q1014=
",SBSP
1656522000000,"METAF SBSP 291700Z  30016KT CAVOK 25/08 Q1013=
",SBSP
1656525600000,"METAF SBSP 291800Z  28008KT CAVOK 24/10 Q1013=
",SBSP
1656529200000,"METAF SBSP 291900Z  30007KT CAVOK 25/09 Q1015=
",SBSP
1656532800000,"METAF SBSP 292000Z  32011KT CAVOK 25/09 Q1013=
",SBSP
1656536400000,"METAF SBSP 292100Z  30011KT CAVOK 23/09 Q1011=
",SBSP
1656540000000,"METAF SBSP 292200Z  31009KT CAVOK 23/09 Q1014=
",SBSP
1656543600000,"METAF SBSP 292300Z  28004KT CAVOK 21/10 Q1016=
",SBSP
1656547200000,"METAF SBSP 300000Z  12003KT 1000     BR OVC026   16/15 Q1016=
",SBSP
1656550800000,"METAF SBSP 300100Z  13002KT 2000     BR OVC031   16/15 Q1016=
",SBSP
1656554400000,"METAF SBSP 300200Z 02002KT 2000     BR OVC022   16/15 Q1016=
",SBSP
1656558000000,"METAF SBSP 300300Z  33005KT 2000     BR OVC033   16/14 Q1013=
",SBSP
1656561600000,"METAF SBSP 300400Z  30006KT 3000     BR BKN033   16/14 Q1015=
",SBSP
1656565200000,"METAF SBSP 300500Z  29003KT 3000     BR BKN026   16/14 Q1017=
",SBSP
1656568800000,"METAF SBSP 300600Z  13004KT 2000     BR OVC028   14/13 Q1017=
",SBSP
1656572400000,"METAF SBSP 300700Z  14001KT 2000     BR OVC028   14/13 Q1018=
",SBSP
1656576000000,"METAF SBSP 300800Z 03002KT 2000     BR OVC027   14/13 Q1018=
",SBSP
1656579600000,"METAF SBSP 300900Z  33004KT 3000     BR OVC020   15/13 Q1015=
",SBSP
1656583200000,"METAF SBSP 301000Z  33007KT 3000     BR OVC033   15/13 Q1017=
",SBSP
1656586800000,"METAF SBSP 301100Z  33009KT 3000     BR OVC033   15/13 Q1019=
",SBSP
1656590400000,"METAF SBSP 301200Z 01003KT 8000       OVC014   16/12 Q1020=
",SBSP
1656594000000,"METAF SBSP 301300Z 01001KT 9999       SCT020   18/12 Q1022=
",SBSP
1656597600000,"METAF SBSP 301400Z  31003KT 9999       FEW028   19/12 Q1022=
",SBSP
1656601200000,"METAF SBSP 301500Z  29007KT CAVOK 21/10 Q1017=
",SBSP
1656604800000,"METAF SBSP 301600Z  29006KT CAVOK 22/09 Q1019=
",SBSP
1656608400000,"METAF SBSP 301700Z  31008KT CAVOK 24/06 Q1018=
",SBSP
1656612000000,"METAF SBSP 301800Z  30008KT CAVOK 24/05 Q1016=
",SBSP
1656615600000,"METAF SBSP 301900Z  30007KT CAVOK 24/05 Q1016=
",SBSP
1656619200000,"METAF SBSP 302000Z  29005KT CAVOK 23/06 Q1017=
",SBSP
1656622800000,"METAF SBSP 302100Z  25001KT CAVOK 20/09 Q1018=
",SBSP
1656626400000,"METAF SBSP 302200Z  18001KT CAVOK 19/10 Q1019=
",SBSP
1656630000000,"METAF SBSP 302300Z  14002KT CAVOK 18/11 Q1019=
",SBSP
1656633600000,"METAF SBSP 010000Z  11001KT 3000     BR BKN021   15/13 Q1016=
",SBSP
1656637200000,"METAF SBSP 010100Z 05002KT 3000     BR SCT022   15/13 Q1017=
",SBSP
1656640800000,"METAF SBSP 010200Z 02001KT 5000     BR FEW033   15/12 Q1020=
",SBSP
1656644400000,"METAF SBSP 010300Z  15005KT 2000     BR BKN033   14/12 Q1017=
",SBSP
1656648000000,"METAF SBSP 010400Z  13004KT 0750 FG     OVC033   13/13 Q1019=
",SBSP
1656651600000,"METAF SBSP 010500Z 08003KT 0650 FG     OVC033   13/13 Q1019=
",SBSP
1656655200000,"METAF SBSP 010600Z  21001KT 6000       FEW033   14/10 Q1017=
",SBSP
1656658800000,"METAF SBSP 010700Z 02001KT 5000     BR FEW033   13/10 Q1019=
",SBSP
1656662400000,"METAF SBSP 010800Z  33002KT 5000     BR FEW033   13/10 Q1020=
",SBSP
1656666000000,"METAF SBSP 010900Z  12002KT 4000     BR SCT033   12/10 Q1017=
",SBSP
1656669600000,"METAF SBSP 011000Z  12004KT 4000     BR BKN033   12/10 Q1021=
",SBSP
1656673200000,"METAF SBSP 011100Z 08003KT 3000     BR BKN033   13/11 Q1021=
",SBSP
1656676800000,"METAF SBSP 011200Z  14002KT 6000       BKN027   14/11 Q1020=
",SBSP
1656680400000,"METAF SBSP 011300Z 09002KT CAVOK 17/11 Q1021=
",SBSP
1656684000000,"METAF SBSP 011400Z  14002KT CAVOK 19/10 Q1023=
",SBSP
1656687600000,"METAF SBSP 011500Z  13005KT CAVOK 20/11 Q1020=
",SBSP
1656691200000,"METAF SBSP 011600Z  13007KT 9999       FEW026   20/13 Q1021=
",SBSP
1656694800000,"METAF SBSP 011700Z  12005KT 9999       FEW028   20/12 Q1019=
",SBSP
1656698400000,"METAF SBSP 011800Z  31005KT CAVOK 24/06 Q1015=
",SBSP
1656702000000,"METAF SBSP 011900Z  21002KT CAVOK 23/09 Q1018=
",SBSP
1656705600000,"METAF SBSP 012000Z  15006KT CAVOK 19/13 Q1019=
",SBSP
1656709200000,"METAF SBSP 012100Z  13007KT 3000     BR OVC033   16/14 Q1017=
",SBSP
1656712800000,"METAF SBSP 012200Z  12008KT 2000     BR OVC033   15/14 Q1019=
",SBSP
1656716400000,"METAF SBSP 012300Z  11005KT 3000     BR OVC010   15/13 Q1019=
",SBSP
1656720000000,"METAF SBSP 020000Z 06003KT 2000     BR BKN033   15/13 Q1015=
",SBSP
1656723600000,"METAF SBSP 020100Z 04003KT 3000     BR BKN032   15/13 Q1018=
",SBSP
1656727200000,"METAF SBSP 020200Z 04003KT 2000     BR BKN025   15/13 Q1020=
",SBSP
1656730800000,"METAF SBSP 020300Z 03006KT 2000     BR BKN027   15/13 Q1017=
",SBSP
1656734400000,"METAF SBSP 020400Z 06004KT 2000     BR BKN033   14/13 Q1019=
",SBSP
1656738000000,"METAF SBSP 020500Z 04005KT 5000     BR SCT033   15/12 Q1018=
",SBSP
1656741600000,"METAF SBSP 020600Z 02005KT 6000       SCT033   14/11 Q1015=
",SBSP
1656745200000,"METAF SBSP 020700Z  36004KT 7000       FEW033   14/10 Q1018=
",SBSP
1656748800000,"METAF SBSP 020800Z 03003KT CAVOK 14/10 Q1020=
",SBSP
1656752400000,"METAF SBSP 020900Z 04005KT CAVOK 14/10 Q1018=
",SBSP
1656756000000,"METAF SBSP 021000Z 04007KT CAVOK 14/10 Q1020=
",SBSP
1656759600000,"METAF SBSP 021100Z 02009KT CAVOK 15/09 Q1020=
",SBSP
1656763200000,"METAF SBSP 021200Z 01007KT CAVOK 18/08 Q1016=
",SBSP
1656766800000,"METAF SBSP 021300Z  34007KT CAVOK 22/08 Q1020=
",SBSP
1656770400000,"METAF SBSP 021400Z  33010KT CAVOK 24/08 Q1022=
",SBSP
1656774000000,"METAF SBSP 021500Z  32011KT CAVOK 26/07 Q1019=
",SBSP
1656777600000,"METAF SBSP 021600Z  32009KT CAVOK 27/07 Q1020=
",SBSP
1656781200000,"METAF SBSP 021700Z  31010KT CAVOK 27/07 Q1018=
",SBSP
1656784800000,"METAF SBSP 021800Z  32012KT CAVOK 27/07 Q1016=
",SBSP
1656788400000,"METAF SBSP 021900Z  31011KT CAVOK 27/07 Q1018=
",SBSP
1656792000000,"METAF SBSP 022000Z  31010KT CAVOK 26/07 Q1019=
",SBSP
1656795600000,"METAF SBSP 022100Z  32005KT CAVOK 25/08 Q1018=
",SBSP
1656799200000,"METAF SBSP 022200Z  34004KT CAVOK 23/08 Q1020=
",SBSP
1656802800000,"METAF SBSP 022300Z  33005KT CAVOK 22/08 Q1020=
",SBSP
1656806400000,"METAF SBSP 030000Z 03004KT CAVOK 19/12 Q1018=
",SBSP
1656810000000,"METAF SBSP 030100Z 02004KT CAVOK 18/11 Q1020=
",SBSP
1656813600000,"METAF SBSP 030200Z  34003KT CAVOK 18/11 Q1022=
",SBSP
1656817200000,"METAF SBSP 030300Z  35005KT CAVOK 17/10 Q1020=
",SBSP
1656820800000,"METAF SBSP 030400Z 01005KT CAVOK 17/10 Q1021=
",SBSP
1656824400000,"METAF SBSP 030500Z  35005KT CAVOK 17/09 Q1021=
",SBSP
1656828000000,"METAF SBSP 030600Z  35004KT CAVOK 16/10 Q1019=
",SBSP
1656831600000,"METAF SBSP 030700Z  32004KT CAVOK 16/10 Q1020=
",SBSP
1656835200000,"METAF SBSP 030800Z  32004KT CAVOK 16/10 Q1022=
",SBSP
1656838800000,"METAF SBSP 030900Z  34006KT CAVOK 16/09 Q1020=
",SBSP
1656842400000,"METAF SBSP 031000Z  35004KT CAVOK 15/09 Q1022=
",SBSP
1656846000000,"METAF SBSP 031100Z  35005KT CAVOK 17/09 Q1023=
",SBSP
1656849600000,"METAF SBSP 031200Z  34004KT CAVOK 19/09 Q1021=
",SBSP
1656853200000,"METAF SBSP 031300Z  32005KT CAVOK 21/09 Q1024=
",SBSP
1656856800000,"METAF SBSP 031400Z  32006KT CAVOK 23/08 Q1025=
",SBSP
1656860400000,"METAF SBSP 031500Z  31007KT CAVOK 25/09 Q1022=
",SBSP
1656864000000,"METAF SBSP 031600Z  31006KT CAVOK 26/08 Q1023=
",SBSP
1656867600000,"METAF SBSP 031700Z  29007KT CAVOK 26/07 Q1022=
",SBSP
1656871200000,"METAF SBSP 031800Z  31006KT CAVOK 27/06 Q1019=
",SBSP
1656874800000,"METAF SBSP 031900Z  30006KT CAVOK 27/07 Q1021=
",SBSP
1656878400000,"METAF SBSP 032000Z  28006KT CAVOK 26/06 Q1022=
",SBSP
1656882000000,"METAF SBSP 032100Z  29003KT CAVOK 25/07 Q1021=
",SBSP
1656885600000,"METAF SBSP 032200Z  34002KT CAVOK 23/08 Q1022=
",SBSP
1656889200000,"METAF SBSP 032300Z 05001KT CAVOK 22/09 Q1022=
",SBSP
1656892800000,"METAF SBSP 040000Z 05005KT CAVOK 19/10 Q1019=
",SBSP
1656896400000,"METAF SBSP 040100Z 04004KT CAVOK 18/11 Q1022=
",SBSP
1656900000000,"METAF SBSP 040200Z 04004KT CAVOK 18/11 Q1023=
",SBSP
1656903600000,"METAF SBSP 040300Z 03004KT CAVOK 17/10 Q1020=
",SBSP
1656907200000,"METAF SBSP 040400Z 05004KT CAVOK 17/09 Q1021=
",SBSP
1656910800000,"METAF SBSP 040500Z 04004KT CAVOK 16/09 Q1020=
",SBSP
1656914400000,"METAF SBSP 040600Z 02005KT CAVOK 16/08 Q1019=
",SBSP
1656918000000,"METAF SBSP 040700Z 02003KT CAVOK 15/08 Q1021=
",SBSP
1656921600000,"METAF SBSP 040800Z 01004KT CAVOK 15/07 Q1022=
",SBSP
1656925200000,"METAF SBSP 040900Z  35005KT CAVOK 15/07 Q1020=
",SBSP
1656928800000,"METAF SBSP 041000Z 02005KT CAVOK 15/06 Q1022=
",SBSP
1656932400000,"METAF SBSP 041100Z 01005KT CAVOK 17/06 Q1022=
",SBSP
1656936000000,"METAF SBSP 041200Z  36005KT CAVOK 18/08 Q1021=
",SBSP
1656939600000,"METAF SBSP 041300Z  34005KT CAVOK 21/08 Q1024=
",SBSP
1656943200000,"METAF SBSP 041400Z  32008KT CAVOK 23/07 Q1024=
",SBSP
1656946800000,"METAF SBSP 041500Z  32009KT CAVOK 25/07 Q1021=
",SBSP
1656950400000,"METAF SBSP 041600Z  32009KT CAVOK 26/06 Q1021=
",SBSP
1656954000000,"METAF SBSP 041700Z  32008KT CAVOK 26/05 Q1020=
",SBSP
1656957600000,"METAF SBSP 041800Z  31009KT CAVOK 27/05 Q1018=
",SBSP
1656961200000,"METAF SBSP 041900Z  30008KT CAVOK 26/06 Q1019=
",SBSP
1656964800000,"METAF SBSP 042000Z  29007KT CAVOK 26/05 Q1021=
",SBSP
1656968400000,"METAF SBSP 042100Z  29005KT CAVOK 24/04 Q1019=
",SBSP
1656972000000,"METAF SBSP 042200Z  30003KT CAVOK 23/05 Q1020=
",SBSP
1656975600000,"METAF SBSP 042300Z  33003KT CAVOK 22/05 Q1020=
",SBSP
1656979200000,"METAF SBSP 050000Z  34003KT CAVOK 19/14 Q1017=
",SBSP
1656982800000,"METAF SBSP 050100Z  25002KT CAVOK 18/14 Q1020=
",SBSP
1656986400000,"METAF SBSP 050200Z  33003KT CAVOK 17/14 Q1021=
",SBSP
1656990000000,"METAF SBSP 050300Z  34006KT CAVOK 18/09 Q1017=
",SBSP
1656993600000,"METAF SBSP 050400Z  36005KT CAVOK 17/09 Q1018=
",SBSP
1656997200000,"METAF SBSP 050500Z  35005KT CAVOK 17/07 Q1018=
",SBSP
1657000800000,"METAF SBSP 050600Z  34006KT CAVOK 17/09 Q1017=
",SBSP
1657004400000,"METAF SBSP 050700Z  33004KT CAVOK 17/07 Q1019=
",SBSP
1657008000000,"METAF SBSP 050800Z  33005KT CAVOK 16/07 Q1021=
",SBSP
1657011600000,"METAF SBSP 050900Z  33007KT CAVOK 16/07 Q1018=
",SBSP
1657015200000,"METAF SBSP 051000Z  33005KT CAVOK 15/07 Q1020=
",SBSP
1657018800000,"METAF SBSP 051100Z  34007KT CAVOK 17/07 Q1020=
",SBSP
1657022400000,"METAF SBSP 051200Z  31007KT CAVOK 18/07 Q1021=
",SBSP
1657026000000,"METAF SBSP 051300Z  33008KT CAVOK 18/07 Q1022=
",SBSP
1657029600000,"METAF SBSP 051400Z  33010KT CAVOK 20/07 Q1023=
",SBSP
1657033200000,"METAF SBSP 051500Z  32011KT CAVOK 21/07 Q1019=
",SBSP
1657036800000,"METAF SBSP 051600Z  32010KT CAVOK 22/07 Q1020=
",SBSP
1657040400000,"METAF SBSP 051700Z  31011KT CAVOK 23/07 Q1018=
",SBSP
1657044000000,"METAF SBSP 051800Z  30010KT CAVOK 24/05 Q1017=
",SBSP
1657047600000,"METAF SBSP 051900Z  30008KT CAVOK 23/05 Q1018=
",SBSP
1657051200000,"METAF SBSP 052000Z  29007KT CAVOK 23/06 Q1020=
",SBSP
1657054800000,"METAF SBSP 052100Z  32006KT CAVOK 22/06 Q1016=
",SBSP
1657058400000,"METAF SBSP 052200Z  35004KT CAVOK 21/06 Q1018=
",SBSP
1657062000000,"METAF SBSP 052300Z  33004KT CAVOK 20/07 Q1019=
",SBSP
1657065600000,"METAF SBSP 060000Z 03003KT CAVOK 19/14 Q1017=
",SBSP
1657069200000,"METAF SBSP 060100Z 01002KT CAVOK 19/14 Q1019=
",SBSP
1657072800000,"METAF SBSP 060200Z  35003KT CAVOK 18/12 Q1021=
",SBSP
1657076400000,"METAF SBSP 060300Z  33004KT CAVOK 18/09 Q1017=
",SBSP
1657080000000,"METAF SBSP 060400Z 01004KT CAVOK 18/08 Q1019=
",SBSP
1657083600000,"METAF SBSP 060500Z  36004KT CAVOK 17/09 Q1019=
",SBSP
1657087200000,"METAF SBSP 060600Z  32003KT CAVOK 16/10 Q1017=
",SBSP
1657090800000,"METAF SBSP 060700Z  30003KT CAVOK 16/10 Q1018=
",SBSP
1657094400000,"METAF SBSP 060800Z  32004KT CAVOK 16/09 Q1020=
",SBSP
1657098000000,"METAF SBSP 060900Z  32005KT CAVOK 16/09 Q1017=
",SBSP
1657101600000,"METAF SBSP 061000Z  36004KT CAVOK 15/08 Q1019=
",SBSP
1657105200000,"METAF SBSP 061100Z  36005KT CAVOK 17/08 Q1020=
",SBSP
1657108800000,"METAF SBSP 061200Z  33003KT CAVOK 16/10 Q1020=
",SBSP
1657112400000,"METAF SBSP 061300Z  34003KT CAVOK 17/09 Q1021=
",SBSP
1657116000000,"METAF SBSP 061400Z  33005KT CAVOK 20/08 Q1023=
",SBSP
1657119600000,"METAF SBSP 061500Z  34006KT CAVOK 20/08 Q1019=
",SBSP
1657123200000,"METAF SBSP 061600Z  34006KT CAVOK 22/08 Q1020=
",SBSP
1657126800000,"METAF SBSP 061700Z  33006KT CAVOK 23/07 Q1018=
",SBSP
1657130400000,"METAF SBSP 061800Z  32006KT CAVOK 24/07 Q1015=
",SBSP
1657134000000,"METAF SBSP 061900Z  27005KT CAVOK 23/08 Q1017=
",SBSP
1657137600000,"METAF SBSP 062000Z  24004KT CAVOK 22/08 Q1020=
",SBSP
1657141200000,"METAF SBSP 062100Z  29001KT CAVOK 21/08 Q1017=
",SBSP
1657144800000,"METAF SBSP 062200Z 02002KT CAVOK 20/08 Q1018=
",SBSP
1657148400000,"METAF SBSP 062300Z 02005KT CAVOK 19/09 Q1018=
",SBSP
1657152000000,"METAF SBSP 070000Z 07002KT CAVOK 18/12 Q1016=
",SBSP
1657155600000,"METAF SBSP 070100Z 06002KT CAVOK 18/11 Q1018=
",SBSP
1657159200000,"METAF SBSP 070200Z 01003KT CAVOK 18/11 Q1021=
",SBSP
1657162800000,"METAF SBSP 070300Z 01005KT CAVOK 18/10 Q1017=
",SBSP
1657166400000,"METAF SBSP 070400Z  36005KT CAVOK 18/10 Q1018=
",SBSP
1657170000000,"METAF SBSP 070500Z  36005KT CAVOK 17/09 Q1017=
",SBSP
1657173600000,"METAF SBSP 070600Z  36004KT CAVOK 17/09 Q1015=
",SBSP
1657177200000,"METAF SBSP 070700Z  33004KT CAVOK 17/09 Q1017=
",SBSP
1657180800000,"METAF SBSP 070800Z  32005KT CAVOK 17/09 Q1019=
",SBSP
1657184400000,"METAF SBSP 070900Z  33005KT CAVOK 17/09 Q1018=
",SBSP
1657188000000,"METAF SBSP 071000Z  35005KT CAVOK 16/09 Q1019=
",SBSP
1657191600000,"METAF SBSP 071100Z  34006KT CAVOK 18/08 Q1019=
",SBSP
1657195200000,"METAF SBSP 071200Z  36005KT CAVOK 18/09 Q1019=
",SBSP
1657198800000,"METAF SBSP 071300Z  35009KT CAVOK 21/09 Q1021=
",SBSP
1657202400000,"METAF SBSP 071400Z  33010KT CAVOK 22/09 Q1023=
",SBSP
1657206000000,"METAF SBSP 071500Z  32011KT CAVOK 23/08 Q1021=
",SBSP
1657209600000,"METAF SBSP 071600Z  33011KT CAVOK 24/07 Q1021=
",SBSP
1657213200000,"METAF SBSP 071700Z  33011KT CAVOK 25/07 Q1019=
",SBSP
1657216800000,"METAF SBSP 071800Z  32012KT CAVOK 24/05 Q1016=
",SBSP
1657220400000,"METAF SBSP 071900Z  32011KT CAVOK 24/06 Q1017=
",SBSP
1657224000000,"METAF SBSP 072000Z  31009KT CAVOK 24/06 Q1020=
",SBSP
1657227600000,"METAF SBSP 072100Z  33003KT CAVOK 22/06 Q1019=
",SBSP
1657231200000,"METAF SBSP 072200Z  36004KT CAVOK 21/06 Q1020=
",SBSP
1657234800000,"METAF SBSP 072300Z 01004KT CAVOK 21/06 Q1020=
",SBSP
1657238400000,"METAF SBSP 080000Z  35003KT CAVOK 19/07 Q1018=
",SBSP
1657242000000,"METAF SBSP 080100Z  30004KT CAVOK 19/07 Q1019=
",SBSP
1657245600000,"METAF SBSP 080200Z  31003KT CAVOK 18/07 Q1022=
",SBSP
1657249200000,"METAF SBSP 080300Z 01004KT CAVOK 18/08 Q1020=
",SBSP
1657252800000,"METAF SBSP 080400Z 01004KT CAVOK 17/09 Q1022=
",SBSP
1657256400000,"METAF SBSP 080500Z 02004KT CAVOK 17/09 Q1022=
",SBSP
1657260000000,"METAF SBSP 080600Z  33003KT CAVOK 17/10 Q1019=
",SBSP
1657263600000,"METAF SBSP 080700Z  33003KT CAVOK 16/10 Q1021=
",SBSP
1657267200000,"METAF SBSP 080800Z  35003KT CAVOK 16/10 Q1022=
",SBSP
1657270800000,"METAF SBSP 080900Z  35003KT CAVOK 16/10 Q1020=
",SBSP
1657274400000,"METAF SBSP 081000Z 02003KT CAVOK 16/09 Q1022=
",SBSP
1657278000000,"METAF SBSP 081100Z 01003KT CAVOK 16/09 Q1022=
",SBSP
