hora,troca,aero
1677812400000,0,GL
1677816000000,0,GL
1677819600000,0,GL
1677823200000,0,GL
1677826800000,0,GL
1677830400000,0,GL
1677834000000,0,GL
1677837600000,0,GL
1677841200000,0,GL
1677844800000,1,GL
1677848400000,0,GL
1677852000000,1,GL
1677855600000,0,GL
1677859200000,1,GL
1677862800000,0,GL
1677866400000,1,GL
1677870000000,1,GL
1677873600000,1,GL
1677877200000,1,GL
1677880800000,0,GL
1677884400000,0,GL
1677888000000,0,GL
1677891600000,0,GL
1677895200000,0,GL
1677898800000,0,GL
1677902400000,0,GL
1677906000000,0,GL
1677909600000,1,GL
1677913200000,1,GL
1677916800000,1,GL
1677920400000,1,GL
1677924000000,1,GL
1677927600000,1,GL
1677931200000,1,GL
1677934800000,1,GL
1677938400000,1,GL
1677942000000,0,GL
1677945600000,0,GL
1677949200000,0,GL
1677952800000,0,GL
1677956400000,1,GL
1677960000000,1,GL
1677963600000,1,GL
1677967200000,1,GL
1677970800000,1,GL
1677974400000,0,GL
1677978000000,0,GL
1677981600000,0,GL
1677985200000,0,GL
1677988800000,0,GL
1677992400000,1,GL
1677996000000,1,GL
1677999600000,0,GL
1678003200000,0,GL
1678006800000,0,GL
1678010400000,0,GL
1678014000000,0,GL
1678017600000,0,GL
1678021200000,0,GL
1678024800000,0,GL
1678028400000,0,GL
1678032000000,0,GL
1678035600000,0,GL
1678039200000,1,GL
1678042800000,0,GL
1678046400000,1,GL
1678050000000,1,GL
1678053600000,0,GL
1678057200000,0,GL
1678060800000,0,GL
1678064400000,0,GL
1678068000000,0,GL
1678071600000,0,GL
1678075200000,0,GL
1678078800000,0,GL
1678082400000,0,GL
1678086000000,0,GL
1678089600000,0,GL
1678093200000,0,GL
1678096800000,0,GL
1678100400000,0,GL
1678104000000,0,GL
1678107600000,0,GL
1678111200000,0,GL
1678114800000,0,GL
1678118400000,0,GL
1678122000000,0,GL
1678125600000,0,GL
1678129200000,0,GL
1678132800000,0,GL
1678136400000,0,GL
1678140000000,0,GL
1678143600000,0,GL
1678147200000,0,GL
1678150800000,0,GL
1678154400000,0,GL
1678158000000,0,GL
1678161600000,0,GL
1678165200000,0,GL
1678168800000,0,GL
1678172400000,0,GL
1678176000000,0,GL
1678179600000,0,GL
1678183200000,0,GL
1678186800000,0,GL
1678190400000,0,GL
1678194000000,0,GL
1678197600000,0,GL
1678201200000,0,GL
1678204800000,0,GL
1678208400000,0,GL
1678212000000,0,GL
1678215600000,0,GL
1678219200000,0,GL
1678222800000,0,GL
1678226400000,0,GL
1678230000000,0,GL
1678233600000,0,GL
1678237200000,0,GL
1678240800000,0,GL
1678244400000,0,GL
1678248000000,0,GL
1678251600000,0,GL
1678255200000,0,GL
1678258800000,0,GL
1678262400000,0,GL
1678266000000,0,GL
1678269600000,0,GL
1678273200000,0,GL
1678276800000,0,GL
1678280400000,0,GL
1678284000000,1,GL
1678287600000,0,GL
1678291200000,1,GL
1678294800000,0,GL
1678298400000,1,GL
1678302000000,0,GL
1678305600000,1,GL
1678309200000,1,GL
1678312800000,0,GL
1678316400000,0,GL
1678320000000,0,GL
1678323600000,0,GL
1678327200000,0,GL
1678330800000,1,GL
1678334400000,1,GL
1678338000000,1,GL
1678341600000,1,GL
1678345200000,1,GL
1678348800000,1,GL
1678352400000,1,GL
1678356000000,1,GL
1678359600000,1,GL
1678363200000,1,GL
1678366800000,1,GL
1678370400000,1,GL
1678374000000,1,GL
1678377600000,1,GL
1678381200000,1,GL
1678384800000,1,GL
1678388400000,1,GL
1678392000000,1,GL
1678395600000,0,GL
1678399200000,0,GL
1678402800000,0,GL
1678406400000,0,GL
1678410000000,0,GL
1678413600000,0,GL
1678417200000,0,GL
1678420800000,0,GL
1678424400000,0,GL
1678428000000,0,GL
1678431600000,0,GL
1678435200000,0,GL
1678438800000,0,GL
1678442400000,0,GL
1678446000000,0,GL
1678449600000,1,GL
1678453200000,0,GL
1678456800000,0,GL
1678460400000,0,GL
1678464000000,0,GL
1678467600000,0,GL
1678471200000,0,GL
1678474800000,1,GL
1678478400000,1,GL
1678482000000,1,GL
1678485600000,0,GL
1678489200000,0,GL
1678492800000,0,GL
1678496400000,0,GL
1678500000000,0,GL
1678503600000,0,GL
1678507200000,0,GL
1678510800000,0,GL
1678514400000,0,GL
1678518000000,0,GL
1678521600000,0,GL
1678525200000,0,GL
1678528800000,0,GL
1678532400000,0,GL
1678536000000,0,GL
1678539600000,0,GL
1678543200000,0,GL
1678546800000,1,GL
1678550400000,1,GL
1678554000000,1,GL
1678557600000,1,GL
1678561200000,1,GL
1678564800000,0,GL
1678568400000,0,GL
1678572000000,0,GL
1678575600000,0,GL
1678579200000,0,GL
1678582800000,0,GL
1678586400000,0,GL
1678590000000,0,GL
1678593600000,0,GL
1678597200000,0,GL
1678600800000,0,GL
1678604400000,0,GL
1678608000000,0,GL
1678611600000,0,GL
1678615200000,0,GL
1678618800000,0,GL
1678622400000,0,GL
1678626000000,0,GL
1678629600000,0,GL
1678633200000,0,GL
1678636800000,0,GL
1678640400000,0,GL
1678644000000,0,GL
1678647600000,0,GL
1678651200000,0,GL
1678654800000,0,GL
1678658400000,0,GL
1678662000000,0,GL
1678665600000,0,GL
1678669200000,0,GL
1678672800000,0,GL
1678676400000,0,GL
1678680000000,0,GL
1678683600000,0,GL
1678687200000,0,GL
1678690800000,0,GL
1678694400000,0,GL
1678698000000,0,GL
1678701600000,0,GL
1678705200000,0,GL
1678708800000,0,GL
1678712400000,0,GL
1678716000000,0,GL
1678719600000,0,GL
1678723200000,1,GL
1678726800000,1,GL
1678730400000,0,GL
1678734000000,0,GL
1678737600000,0,GL
1678741200000,0,GL
1678744800000,0,GL
1678748400000,0,GL
1678752000000,0,GL
1678755600000,0,GL
1678759200000,0,GL
1678762800000,0,GL
1678766400000,0,GL
1678770000000,0,GL
1678773600000,0,GL
1678777200000,0,GL
1678780800000,0,GL
1678784400000,0,GL
1678788000000,0,GL
1678791600000,0,GL
1678795200000,0,GL
1678798800000,0,GL
1678802400000,0,GL
1678806000000,0,GL
1678809600000,1,GL
1678813200000,1,GL
1678816800000,0,GL
1678820400000,0,GL
1678824000000,0,GL
1678827600000,0,GL
1678831200000,0,GL
1678834800000,0,GL
1678838400000,0,GL
1678842000000,0,GL
1678845600000,0,GL
1678849200000,0,GL
1678852800000,0,GL
1678856400000,0,GL
1678860000000,0,GL
1678863600000,0,GL
1678867200000,0,GL
1678870800000,0,GL
1678874400000,0,GL
1678878000000,0,GL
1678881600000,0,GL
1678885200000,0,GL
1678888800000,0,GL
1678892400000,0,GL
1678896000000,0,GL
1678899600000,0,GL
1678903200000,0,GL
1678906800000,0,GL
1678910400000,0,GL
1678914000000,0,GL
1678917600000,0,GL
1678921200000,0,GL
1678924800000,0,GL
1678928400000,0,GL
1678932000000,0,GL
1678935600000,0,GL
1678939200000,0,GL
1678942800000,0,GL
1678946400000,0,GL
1678950000000,0,GL
1678953600000,0,GL
1678957200000,0,GL
1678960800000,0,GL
1678964400000,0,GL
1678968000000,0,GL
1678971600000,0,GL
1678975200000,0,GL
1678978800000,0,GL
1678982400000,0,GL
1678986000000,0,GL
1678989600000,0,GL
1678993200000,0,GL
1678996800000,0,GL
1679000400000,0,GL
1679004000000,0,GL
1679007600000,0,GL
1679011200000,0,GL
1679014800000,0,GL
1679018400000,0,GL
1679022000000,0,GL
1679025600000,0,GL
1679029200000,0,GL
1679032800000,0,GL
1679036400000,0,GL
1679040000000,0,GL
1679043600000,0,GL
1679047200000,0,GL
1679050800000,0,GL
1679054400000,0,GL
1679058000000,0,GL
1679061600000,0,GL
1679065200000,0,GL
1679068800000,0,GL
1679072400000,0,GL
1679076000000,0,GL
1679079600000,0,GL
1679083200000,0,GL
1679086800000,0,GL
1679090400000,0,GL
1679094000000,0,GL
1679097600000,0,GL
1679101200000,0,GL
1679104800000,0,GL
1679108400000,0,GL
1679112000000,0,GL
1679115600000,0,GL
1679119200000,0,GL
1679122800000,0,GL
1679126400000,0,GL
1679130000000,0,GL
1679133600000,0,GL
1679137200000,0,GL
1679140800000,0,GL
1679144400000,0,GL
1679148000000,0,GL
1679151600000,0,GL
1679155200000,0,GL
1679158800000,0,GL
1679162400000,0,GL
1679166000000,0,GL
1679169600000,0,GL
1679173200000,0,GL
1679176800000,0,GL
1679180400000,0,GL
1679184000000,0,GL
1679187600000,0,GL
1679191200000,0,GL
1679194800000,0,GL
1679198400000,0,GL
1679202000000,0,GL
1679205600000,0,GL
1679209200000,0,GL
1679212800000,0,GL
1679216400000,0,GL
1679220000000,0,GL
1679223600000,0,GL
1679227200000,0,GL
1679230800000,0,GL
1679234400000,0,GL
1679238000000,0,GL
1679241600000,0,GL
1679245200000,0,GL
1679248800000,0,GL
1679252400000,0,GL
1679256000000,0,GL
1679259600000,0,GL
1679263200000,0,GL
1679266800000,0,GL
1679270400000,0,GL
1679274000000,0,GL
1679277600000,0,GL
1679281200000,0,GL
1679284800000,0,GL
1679288400000,0,GL
1679292000000,0,GL
1679295600000,0,GL
1679299200000,0,GL
1679302800000,0,GL
1679306400000,0,GL
1679310000000,0,GL
1679313600000,0,GL
1679317200000,0,GL
1679320800000,0,GL
1679324400000,1,GL
1679328000000,1,GL
1679331600000,0,GL
1679335200000,1,GL
1679338800000,1,GL
1679342400000,1,GL
1679346000000,0,GL
1679349600000,0,GL
1679353200000,0,GL
1679356800000,0,GL
1679360400000,0,GL
1679364000000,0,GL
1679367600000,0,GL
1679371200000,0,GL
1679374800000,0,GL
1679378400000,0,GL
1679382000000,0,GL
1679385600000,0,GL
1679389200000,0,GL
1679392800000,0,GL
1679396400000,0,GL
1679400000000,0,GL
1679403600000,0,GL
1679407200000,0,GL
1679410800000,0,GL
1679414400000,0,GL
1679418000000,0,GL
1679421600000,0,GL
1679425200000,0,GL
1679428800000,0,GL
1679432400000,0,GL
1679436000000,0,GL
1679439600000,0,GL
1679443200000,0,GL
1679446800000,0,GL
1679450400000,0,GL
1679454000000,0,GL
1679457600000,0,GL
1679461200000,0,GL
1679464800000,0,GL
1679468400000,0,GL
1679472000000,0,GL
1679475600000,0,GL
1679479200000,0,GL
1679482800000,0,GL
1679486400000,0,GL
1679490000000,0,GL
1679493600000,0,GL
1679497200000,0,GL
1679500800000,0,GL
1679504400000,0,GL
1679508000000,0,GL
1679511600000,0,GL
1679515200000,0,GL
1679518800000,0,GL
1679522400000,0,GL
1679526000000,0,GL
1679529600000,0,GL
1679533200000,0,GL
1679536800000,0,GL
1679540400000,0,GL
1679544000000,0,GL
1679547600000,0,GL
1679551200000,0,GL
1679554800000,0,GL
1679558400000,0,GL
1679562000000,0,GL
1679565600000,0,GL
1679569200000,0,GL
1679572800000,0,GL
1679576400000,0,GL
1679580000000,0,GL
1679583600000,0,GL
1679587200000,0,GL
1679590800000,0,GL
1679594400000,0,GL
1679598000000,0,GL
1679601600000,0,GL
1679605200000,0,GL
1679608800000,0,GL
1679612400000,0,GL
1679616000000,0,GL
1679619600000,0,GL
1679623200000,0,GL
1679626800000,0,GL
1679630400000,0,GL
1679634000000,0,GL
1679637600000,0,GL
1679641200000,0,GL
1679644800000,0,GL
1679648400000,0,GL
1679652000000,0,GL
1679655600000,0,GL
1679659200000,1,GL
1679662800000,1,GL
1679666400000,1,GL
1679670000000,0,GL
1679673600000,1,GL
1679677200000,1,GL
1679680800000,1,GL
1679684400000,1,GL
1679688000000,1,GL
1679691600000,0,GL
1679695200000,0,GL
1679698800000,0,GL
1679702400000,0,GL
1679706000000,0,GL
1679709600000,0,GL
1679713200000,0,GL
1679716800000,0,GL
1679720400000,0,GL
1679724000000,0,GL
1679727600000,0,GL
1679731200000,0,GL
1679734800000,0,GL
1679738400000,0,GL
1679742000000,0,GL
1679745600000,0,GL
1679749200000,0,GL
1679752800000,0,GL
1679756400000,0,GL
1679760000000,0,GL
1679763600000,0,GL
1679767200000,1,GL
1679770800000,1,GL
1679774400000,0,GL
1679778000000,0,GL
1679781600000,0,GL
1679785200000,0,GL
1679788800000,0,GL
1679792400000,0,GL
1679796000000,0,GL
1679799600000,0,GL
1679803200000,0,GL
1679806800000,0,GL
1679810400000,0,GL
1679814000000,1,GL
1679817600000,1,GL
1679821200000,1,GL
1679824800000,1,GL
1679828400000,1,GL
1679832000000,1,GL
1679835600000,1,GL
1679839200000,0,GL
1679842800000,0,GL
1679846400000,0,GL
1679850000000,0,GL
1679853600000,0,GL
1679857200000,0,GL
1679860800000,0,GL
1679864400000,0,GL
1679868000000,1,GL
1679871600000,1,GL
1679875200000,1,GL
1679878800000,0,GL
1679882400000,0,GL
1679886000000,1,GL
1679889600000,1,GL
1679893200000,1,GL
1679896800000,0,GL
1679900400000,0,GL
1679904000000,0,GL
1679907600000,0,GL
1679911200000,0,GL
1679914800000,0,GL
1679918400000,0,GL
1679922000000,0,GL
1679925600000,0,GL
1679929200000,0,GL
1679932800000,0,GL
1679936400000,0,GL
1679940000000,0,GL
1679943600000,0,GL
1679947200000,0,GL
1679950800000,0,GL
1679954400000,0,GL
1679958000000,0,GL
1679961600000,0,GL
1679965200000,0,GL
1679968800000,0,GL
1679972400000,0,GL
1679976000000,0,GL
1679979600000,0,GL
1679983200000,0,GL
1679986800000,0,GL
1679990400000,0,GL
1679994000000,0,GL
1679997600000,0,GL
1680001200000,0,GL
1680004800000,0,GL
1680008400000,0,GL
1680012000000,0,GL
1680015600000,0,GL
1680019200000,0,GL
1680022800000,0,GL
1680026400000,0,GL
1680030000000,0,GL
1680033600000,0,GL
1680037200000,0,GL
1680040800000,0,GL
1680044400000,0,GL
1680048000000,0,GL
1680051600000,0,GL
1680055200000,0,GL
1680058800000,0,GL
1680062400000,0,GL
1680066000000,0,GL
1680069600000,0,GL
1680073200000,0,GL
1680076800000,0,GL
1680080400000,0,GL
1680084000000,0,GL
1680087600000,0,GL
1680091200000,0,GL
1680094800000,1,GL
1680098400000,1,GL
1680102000000,1,GL
1680105600000,1,GL
1680109200000,1,GL
1680112800000,1,GL
1680116400000,1,GL
1680120000000,0,GL
1680123600000,0,GL
1680127200000,0,GL
1680130800000,0,GL
1680134400000,0,GL
1680138000000,0,GL
1680141600000,0,GL
1680145200000,0,GL
1680148800000,0,GL
1680152400000,0,GL
1680156000000,0,GL
1680159600000,1,GL
1680163200000,1,GL
1680166800000,1,GL
1680170400000,1,GL
1680174000000,1,GL
1680177600000,0,GL
1680181200000,0,GL
1680184800000,1,GL
1680188400000,1,GL
1680192000000,1,GL
1680195600000,1,GL
1680199200000,1,GL
1680202800000,1,GL
1680206400000,1,GL
1680210000000,1,GL
1680213600000,1,GL
1680217200000,0,GL
1680220800000,0,GL
1680224400000,0,GL
1680228000000,1,GL
1680231600000,1,GL
1680235200000,1,GL
1680238800000,0,GL
1680242400000,0,GL
1680246000000,1,GL
1680249600000,1,GL
1680253200000,0,GL
1680256800000,0,GL
1680260400000,0,GL
1680264000000,0,GL
1680267600000,1,GL
1680271200000,1,GL
1680274800000,1,GL
1680278400000,1,GL
1680282000000,1,GL
1680285600000,0,GL
1680289200000,1,GL
1680292800000,1,GL
1680296400000,1,GL
1680300000000,0,GL
1680303600000,0,GL
1680307200000,0,GL
1680310800000,0,GL
1680314400000,0,GL
1680318000000,0,GL
1680321600000,0,GL
1680325200000,0,GL
1680328800000,1,GL
1680332400000,1,GL
1680336000000,1,GL
1680339600000,1,GL
1680343200000,1,GL
1680346800000,1,GL
1680350400000,1,GL
1680354000000,1,GL
1680357600000,1,GL
1680361200000,1,GL
1680364800000,1,GL
1680368400000,1,GL
1680372000000,1,GL
1680375600000,1,GL
1680379200000,0,GL
1680382800000,0,GL
1680386400000,0,GL
1680390000000,0,GL
1680393600000,0,GL
1680397200000,0,GL
1680400800000,0,GL
1680404400000,0,GL
1680408000000,0,GL
1680411600000,0,GL
1680415200000,0,GL
1680418800000,0,GL
1680422400000,0,GL
1680426000000,0,GL
1680429600000,0,GL
1680433200000,0,GL
1680436800000,0,GL
1680440400000,0,GL
1680444000000,0,GL
1680447600000,0,GL
1680451200000,0,GL
1680454800000,0,GL
1680458400000,0,GL
1680462000000,0,GL
1680465600000,0,GL
1680469200000,0,GL
1680472800000,0,GL
1680476400000,0,GL
1680480000000,0,GL
1680483600000,0,GL
1680487200000,0,GL
1680490800000,0,GL
1680494400000,0,GL
1680498000000,0,GL
1680501600000,0,GL
1680505200000,0,GL
1680508800000,0,GL
1680512400000,0,GL
1680516000000,0,GL
1680519600000,0,GL
1680523200000,0,GL
1680526800000,0,GL
1680530400000,0,GL
1680534000000,0,GL
1680537600000,0,GL
1680541200000,0,GL
1680544800000,0,GL
1680548400000,0,GL
1680552000000,0,GL
1680555600000,0,GL
1680559200000,0,GL
1680562800000,0,GL
1680566400000,0,GL
1680570000000,0,GL
1680573600000,0,GL
1680577200000,0,GL
1680580800000,0,GL
1680584400000,0,GL
1680588000000,0,GL
1680591600000,0,GL
1680595200000,0,GL
1680598800000,0,GL
1680602400000,0,GL
1680606000000,0,GL
1680609600000,0,GL
1680613200000,0,GL
1680616800000,0,GL
1680620400000,0,GL
1680624000000,0,GL
1680627600000,0,GL
1680631200000,1,GL
1680634800000,1,GL
1680638400000,1,GL
1680642000000,0,GL
1680645600000,0,GL
1680649200000,0,GL
1680652800000,0,GL
1680656400000,0,GL
1680660000000,0,GL
1680663600000,0,GL
1680667200000,0,GL
1680670800000,0,GL
1680674400000,0,GL
1680678000000,0,GL
1680681600000,0,GL
1680685200000,0,GL
1680688800000,0,GL
1680692400000,0,GL
1680696000000,0,GL
1680699600000,0,GL
1680703200000,0,GL
1680706800000,0,GL
1680710400000,0,GL
1680714000000,0,GL
1680717600000,0,GL
1680721200000,0,GL
1680724800000,0,GL
1680728400000,0,GL
1680732000000,0,GL
1680735600000,0,GL
1680739200000,0,GL
1680742800000,0,GL
1680746400000,0,GL
1680750000000,0,GL
1680753600000,0,GL
1680757200000,0,GL
1680760800000,0,GL
1680764400000,0,GL
1680768000000,0,GL
1680771600000,0,GL
1680775200000,0,GL
1680778800000,0,GL
1680782400000,0,GL
1680786000000,0,GL
1680789600000,0,GL
1680793200000,0,GL
1680796800000,0,GL
1680800400000,0,GL
1680804000000,0,GL
1680807600000,0,GL
1680811200000,0,GL
1680814800000,0,GL
1680818400000,0,GL
1680822000000,0,GL
1680825600000,0,GL
1680829200000,0,GL
1680832800000,0,GL
1680836400000,0,GL
1680840000000,0,GL
1680843600000,0,GL
1680847200000,0,GL
1680850800000,0,GL
1680854400000,0,GL
1680858000000,0,GL
1680861600000,0,GL
1680865200000,0,GL
1680868800000,0,GL
1680872400000,1,GL
1680876000000,1,GL
1680879600000,1,GL
1680883200000,1,GL
1680886800000,1,GL
1680890400000,1,GL
1680894000000,1,GL
1680897600000,1,GL
1680901200000,0,GL
1680904800000,0,GL
1680908400000,0,GL
1680912000000,0,GL
1680915600000,0,GL
1680919200000,0,GL
1680922800000,0,GL
1680926400000,0,GL
1680930000000,0,GL
1680933600000,0,GL
1680937200000,0,GL
1680940800000,0,GL
1680944400000,0,GL
1680948000000,0,GL
1680951600000,0,GL
1680955200000,0,GL
1680958800000,0,GL
1680962400000,0,GL
1680966000000,1,GL
1680969600000,1,GL
1680973200000,1,GL
1680976800000,1,GL
1680980400000,1,GL
1680984000000,0,GL
1680987600000,0,GL
1680991200000,0,GL
1680994800000,0,GL
1680998400000,0,GL
1681002000000,0,GL
1681005600000,0,GL
1681009200000,0,GL
1681012800000,0,GL
1681016400000,0,GL
1681020000000,0,GL
1681023600000,0,GL
1681027200000,0,GL
1681030800000,0,GL
1681034400000,0,GL
1681038000000,0,GL
1681041600000,0,GL
1681045200000,0,GL
1681048800000,0,GL
1681052400000,0,GL
1681056000000,0,GL
1681059600000,0,GL
1681063200000,0,GL
1681066800000,0,GL
1681070400000,0,GL
1681074000000,0,GL
1681077600000,0,GL
1681081200000,0,GL
1681084800000,0,GL
1681088400000,0,GL
1681092000000,0,GL
1681095600000,0,GL
1681099200000,0,GL
1681102800000,0,GL
1681106400000,0,GL
1681110000000,0,GL
1681113600000,0,GL
1681117200000,0,GL
1681120800000,0,GL
1681124400000,0,GL
1681128000000,0,GL
1681131600000,0,GL
1681135200000,0,GL
1681138800000,0,GL
1681142400000,0,GL
1681146000000,0,GL
1681149600000,0,GL
1681153200000,0,GL
1681156800000,0,GL
1681160400000,0,GL
1681164000000,0,GL
1681167600000,0,GL
1681171200000,0,GL
1681174800000,0,GL
1681178400000,0,GL
1681182000000,0,GL
1681185600000,0,GL
1681189200000,0,GL
1681192800000,0,GL
1681196400000,0,GL
1681200000000,0,GL
1681203600000,0,GL
1681207200000,0,GL
1681210800000,0,GL
1681214400000,0,GL
1681218000000,0,GL
1681221600000,0,GL
1681225200000,0,GL
1681228800000,0,GL
1681232400000,0,GL
1681236000000,0,GL
1681239600000,0,GL
1681243200000,0,GL
1681246800000,0,GL
1681250400000,0,GL
1681254000000,0,GL
1681257600000,0,GL
1681261200000,0,GL
1681264800000,0,GL
1681268400000,0,GL
1681272000000,0,GL
1681275600000,0,GL
1681279200000,0,GL
1681282800000,0,GL
1681286400000,0,GL
1681290000000,0,GL
1681293600000,0,GL
1681297200000,1,GL
1681300800000,1,GL
1681304400000,1,GL
1681308000000,0,GL
1681311600000,1,GL
1681315200000,1,GL
1681318800000,1,GL
1681322400000,1,GL
1681326000000,1,GL
1681329600000,0,GL
1681333200000,0,GL
1681336800000,0,GL
1681340400000,0,GL
1681344000000,0,GL
1681347600000,0,GL
1681351200000,0,GL
1681354800000,0,GL
1681358400000,0,GL
1681362000000,0,GL
1681365600000,1,GL
1681369200000,1,GL
1681372800000,1,GL
1681376400000,0,GL
1681380000000,1,GL
1681383600000,1,GL
1681387200000,1,GL
1681390800000,1,GL
1681394400000,1,GL
1681398000000,1,GL
1681401600000,0,GL
1681405200000,0,GL
1681408800000,0,GL
1681412400000,0,GL
1681416000000,1,GL
1681419600000,1,GL
1681423200000,0,GL
1681426800000,0,GL
1681430400000,0,GL
1681434000000,0,GL
1681437600000,0,GL
1681441200000,0,GL
1681444800000,0,GL
1681448400000,0,GL
1681452000000,0,GL
1681455600000,0,GL
1681459200000,0,GL
1681462800000,0,GL
1681466400000,0,GL
1681470000000,0,GL
1681473600000,0,GL
1681477200000,0,GL
1681480800000,0,GL
1681484400000,0,GL
1681488000000,1,GL
1681491600000,1,GL
1681495200000,1,GL
1681498800000,0,GL
1681502400000,0,GL
1681506000000,0,GL
1681509600000,0,GL
1681513200000,0,GL
1681516800000,0,GL
1681520400000,0,GL
1681524000000,0,GL
1681527600000,0,GL
1681531200000,0,GL
1681534800000,0,GL
1681538400000,0,GL
1681542000000,0,GL
1681545600000,0,GL
1681549200000,0,GL
1681552800000,1,GL
1681556400000,1,GL
1681560000000,1,GL
1681563600000,1,GL
1681567200000,1,GL
1681570800000,1,GL
1681574400000,1,GL
1681578000000,1,GL
1681581600000,1,GL
1681585200000,1,GL
1681588800000,1,GL
1681592400000,1,GL
1681596000000,0,GL
1681599600000,0,GL
1681603200000,0,GL
1681606800000,0,GL
1681610400000,0,GL
1681614000000,0,GL
1681617600000,0,GL
1681621200000,0,GL
1681624800000,0,GL
1681628400000,0,GL
1681632000000,0,GL
1681635600000,0,GL
1681639200000,0,GL
1681642800000,0,GL
1681646400000,0,GL
1681650000000,0,GL
1681653600000,0,GL
1681657200000,0,GL
1681660800000,1,GL
1681664400000,0,GL
1681668000000,1,GL
1681671600000,0,GL
1681675200000,0,GL
1681678800000,0,GL
1681682400000,0,GL
1681686000000,0,GL
1681689600000,0,GL
1681693200000,0,GL
1681696800000,0,GL
1681700400000,0,GL
1681704000000,0,GL
1681707600000,0,GL
1681711200000,0,GL
1681714800000,0,GL
1681718400000,1,GL
1681722000000,0,GL
1681725600000,0,GL
1681729200000,0,GL
1681732800000,0,GL
1681736400000,0,GL
1681740000000,0,GL
1681743600000,0,GL
1681747200000,0,GL
1681750800000,0,GL
1681754400000,0,GL
1681758000000,0,GL
1681761600000,0,GL
1681765200000,1,GL
1681768800000,1,GL
1681772400000,1,GL
1681776000000,1,GL
1681779600000,1,GL
1681783200000,0,GL
1681786800000,1,GL
1681790400000,1,GL
1681794000000,1,GL
1681797600000,1,GL
1681801200000,1,GL
1681804800000,1,GL
1681808400000,1,GL
1681812000000,1,GL
1681815600000,1,GL
1681819200000,0,GL
1681822800000,0,GL
1681826400000,0,GL
1681830000000,0,GL
1681833600000,0,GL
1681837200000,0,GL
1681840800000,0,GL
1681844400000,0,GL
1681848000000,0,GL
1681851600000,0,GL
1681855200000,1,GL
1681858800000,1,GL
1681862400000,1,GL
1681866000000,1,GL
1681869600000,1,GL
1681873200000,1,GL
1681876800000,1,GL
1681880400000,1,GL
1681884000000,1,GL
1681887600000,1,GL
1681891200000,1,GL
1681894800000,1,GL
1681898400000,1,GL
1681902000000,1,GL
1681905600000,1,GL
1681909200000,1,GL
1681912800000,0,GL
1681916400000,0,GL
1681920000000,0,GL
1681923600000,0,GL
1681927200000,0,GL
1681930800000,0,GL
1681934400000,0,GL
1681938000000,0,GL
1681941600000,0,GL
1681945200000,0,GL
1681948800000,1,GL
1681952400000,1,GL
1681956000000,0,GL
1681959600000,0,GL
1681963200000,0,GL
1681966800000,0,GL
1681970400000,1,GL
1681974000000,1,GL
1681977600000,1,GL
1681981200000,1,GL
1681984800000,1,GL
1681988400000,0,GL
1681992000000,1,GL
1681995600000,1,GL
1681999200000,1,GL
1682002800000,1,GL
1682006400000,1,GL
1682010000000,1,GL
1682013600000,1,GL
1682017200000,1,GL
1682020800000,0,GL
1682024400000,0,GL
1682028000000,0,GL
1682031600000,1,GL
1682035200000,1,GL
1682038800000,1,GL
1682042400000,0,GL
1682046000000,0,GL
1682049600000,0,GL
1682053200000,0,GL
1682056800000,0,GL
1682060400000,0,GL
1682064000000,0,GL
1682067600000,0,GL
1682071200000,0,GL
1682074800000,0,GL
1682078400000,0,GL
1682082000000,0,GL
1682085600000,0,GL
1682089200000,0,GL
1682092800000,0,GL
1682096400000,0,GL
1682100000000,0,GL
1682103600000,0,GL
1682107200000,0,GL
1682110800000,0,GL
1682114400000,0,GL
1682118000000,0,GL
1682121600000,0,GL
1682125200000,0,GL
1682128800000,0,GL
1682132400000,0,GL
1682136000000,0,GL
1682139600000,0,GL
1682143200000,0,GL
1682146800000,0,GL
1682150400000,0,GL
1682154000000,0,GL
1682157600000,0,GL
1682161200000,0,GL
1682164800000,0,GL
1682168400000,0,GL
1682172000000,0,GL
1682175600000,0,GL
1682179200000,0,GL
1682182800000,0,GL
1682186400000,0,GL
1682190000000,0,GL
1682193600000,0,GL
1682197200000,0,GL
1682200800000,0,GL
1682204400000,0,GL
1682208000000,0,GL
1682211600000,0,GL
1682215200000,0,GL
1682218800000,0,GL
1682222400000,0,GL
1682226000000,0,GL
1682229600000,0,GL
1682233200000,0,GL
1682236800000,0,GL
1682240400000,0,GL
1682244000000,0,GL
1682247600000,0,GL
1682251200000,0,GL
1682254800000,0,GL
1682258400000,0,GL
1682262000000,0,GL
1682265600000,0,GL
1682269200000,0,GL
1682272800000,0,GL
1682276400000,0,GL
1682280000000,0,GL
1682283600000,0,GL
1682287200000,0,GL
1682290800000,0,GL
1682294400000,0,GL
1682298000000,0,GL
1682301600000,0,GL
1682305200000,0,GL
1682308800000,0,GL
1682312400000,0,GL
1682316000000,0,GL
1682319600000,0,GL
1682323200000,0,GL
1682326800000,0,GL
1682330400000,0,GL
1682334000000,0,GL
1682337600000,0,GL
1682341200000,0,GL
1682344800000,0,GL
1682348400000,0,GL
1682352000000,0,GL
1682355600000,0,GL
1682359200000,0,GL
1682362800000,0,GL
1682366400000,0,GL
1682370000000,0,GL
1682373600000,0,GL
1682377200000,0,GL
1682380800000,0,GL
1682384400000,0,GL
